rapper,song,url
红花会,NO PAIN NO GAIN,https://rapzh.com/songs/6197
红花会,蜕变,https://rapzh.com/songs/6207
红花会,逆转,https://rapzh.com/songs/6213
红花会,I Dont Think So,https://rapzh.com/songs/hong-hua-hui-i-dont-think-so
红花会,百炼成仙 Remix,https://rapzh.com/songs/6202
红花会,copy cat,https://rapzh.com/songs/6204
红花会,San E - Number (Do it for fun Remix),https://rapzh.com/songs/6211
红花会,闹钟,https://rapzh.com/songs/6194
红花会,我,https://rapzh.com/songs/6201
法老,砍死法老（feat龙崎）,https://rapzh.com/songs/45845
法老,Ghost face,https://rapzh.com/songs/fa-lao-ghost-face
法老,公敌,https://rapzh.com/songs/173823
法老,我想part2,https://rapzh.com/songs/195353
法老,definition of a rap flow,https://rapzh.com/songs/754
法老,如果死亡将要来临,https://rapzh.com/songs/45838
法老,hardcore head to toe,https://rapzh.com/songs/753
法老,W.D.G.A.F,https://rapzh.com/songs/761
法老,砍死法老（feat宁大人）,https://rapzh.com/songs/45846
法老,亲密爱人2017（feat. 酷癌）,https://rapzh.com/songs/751
法老,请跟这烂圈子说再见,https://rapzh.com/songs/769
法老,睡前故事,https://rapzh.com/songs/45844
法老,gucci gang remix（Cover lil pump）,https://rapzh.com/songs/45841
法老,我想,https://rapzh.com/songs/762
法老,清道夫freestyle（diss everybody）,https://rapzh.com/songs/160949
法老,Logic - Dear god (remix）,https://rapzh.com/songs/45847
法老,你以为你是谁啊？,https://rapzh.com/songs/755
法老,行凶3.0 feat. lil g,https://rapzh.com/songs/763
法老,可爱颂remix,https://rapzh.com/songs/756
法老,Eminem-lucky you（法老 Remix）,https://rapzh.com/songs/167678
法老,丑陋鼠草,https://rapzh.com/songs/195352
法老,respect,https://rapzh.com/songs/45840
法老,AFK（feat.Buzzy）,https://rapzh.com/songs/173824
法老,老师,https://rapzh.com/songs/768
法老,hiphop dream,https://rapzh.com/songs/766
法老,爱是什么,https://rapzh.com/songs/172181
法老,采访,https://rapzh.com/songs/172182
法老,通利福尼亚爱,https://rapzh.com/songs/760
法老,未来（feat.Lil.Jet）,https://rapzh.com/songs/173822
法老,独行侠,https://rapzh.com/songs/45842
法老,Legend,https://rapzh.com/songs/45843
法老,思绪城市,https://rapzh.com/songs/758
法老,1000000￥,https://rapzh.com/songs/764
法老,改变(feat.Naggy),https://rapzh.com/songs/172180
法老,亲密爱人（instrumental with hook）,https://rapzh.com/songs/752
法老,杜尔迦,https://rapzh.com/songs/757
法老,pharaoh（intro）,https://rapzh.com/songs/172179
法老,上学威龙,https://rapzh.com/songs/195350
法老,future,https://rapzh.com/songs/765
法老,I’m not a killer,https://rapzh.com/songs/183652
法老,Cheeseburger,https://rapzh.com/songs/195348
法老,我说了算,https://rapzh.com/songs/749
法老,大气层,https://rapzh.com/songs/183655
法老,文字塔,https://rapzh.com/songs/4713
法老,just another day,https://rapzh.com/songs/767
法老,IP man (feat.Dax),https://rapzh.com/songs/195356
法老,回家,https://rapzh.com/songs/183654
法老,悲伤的大象,https://rapzh.com/songs/285508
法老,ONLY ONE,https://rapzh.com/songs/45837
法老,hustler,https://rapzh.com/songs/183653
法老,omg,https://rapzh.com/songs/195358
法老,fight to the fire,https://rapzh.com/songs/195349
法老,2008.5.12（skit）,https://rapzh.com/songs/195354
法老,Walkin dad(feat. Viito),https://rapzh.com/songs/195355
法老,百变酒精 伴奏,https://rapzh.com/songs/4105565
法老,如果死亡将要来临,https://rapzh.com/songs/195357
法老,微信群（Skit）,https://rapzh.com/songs/195347
法老,STRIKE,https://rapzh.com/songs/306845
法老,百变酒精,https://rapzh.com/songs/4105563
法老,伤心游击队 (sad squaad),https://rapzh.com/songs/4350918
法老,逃学威龙,https://rapzh.com/songs/4350911
法老,K.O.,https://rapzh.com/songs/1827257
法老,饭圈大王,https://rapzh.com/songs/4350897
法老,百变酒精,https://rapzh.com/songs/4097476
法老,百变酒精 (伴奏),https://rapzh.com/songs/4097480
法老,夕子,https://rapzh.com/songs/4350908
法老,宇宙警备队 (Live),https://rapzh.com/songs/4782910
法老,魔方 (Rubik's Cube),https://rapzh.com/songs/220886
法老,Nobody chicken,https://rapzh.com/songs/4350903
法老,百变酒精 (Live),https://rapzh.com/songs/4782904
法老,抠抠,https://rapzh.com/songs/4350906
法老,G.O.D,https://rapzh.com/songs/220887
法老,Ghost face (Live),https://rapzh.com/songs/4782906
法老,听说你是硬核之王？ (skit),https://rapzh.com/songs/4350901
法老,"花,太阳,彩虹,你",https://rapzh.com/songs/4727061
法老,Free throw,https://rapzh.com/songs/4350900
法老,My idol,https://rapzh.com/songs/4350910
法老,重返街头,https://rapzh.com/songs/4044472
法老,宇宙警备队,https://rapzh.com/songs/4350896
法老,百变酒精,https://rapzh.com/songs/4350899
法老,嘉兴战歌pt.3,https://rapzh.com/songs/4350902
法老,最短的告白,https://rapzh.com/songs/4350916
法老,独行侠 (Live),https://rapzh.com/songs/4782908
法老,饭圈大王 (Live),https://rapzh.com/songs/4782912
法老,十三号室,https://rapzh.com/songs/4350912
法老,瞳孔里的世界,https://rapzh.com/songs/4350913
法老,科幻小说,https://rapzh.com/songs/4350892
法老,回到过去 (intro),https://rapzh.com/songs/4350893
法老,你的歌有律动吗？ (skit),https://rapzh.com/songs/4350895
法老,生于未来 (Outro),https://rapzh.com/songs/4350920
法老,终极斗士REMIX,https://rapzh.com/songs/4350905
法老,你的歌能否走心？ (skit),https://rapzh.com/songs/4350907
法老,剑走偏锋,https://rapzh.com/songs/4199480
法老,找到了那首至高黑怕 (skit),https://rapzh.com/songs/4350917
法老,我想part2 (Live),https://rapzh.com/songs/4782909
法老,全世界最温柔的歌,https://rapzh.com/songs/4798566
法老,盗墓笔记 (伴奏),https://rapzh.com/songs/4036991
法老,hardcore head to toe (Live),https://rapzh.com/songs/4782914
法老,Dear God (Live|Remix),https://rapzh.com/songs/4782913
法老,Hero,https://rapzh.com/songs/4565310
法老,盗墓笔记,https://rapzh.com/songs/4036988
法老,爱是什么 + 未来 + 悬崖华尔兹 (Live),https://rapzh.com/songs/4782905
法老,夕子 (Live),https://rapzh.com/songs/4782907
法老,上学威龙 (Live),https://rapzh.com/songs/4782911
法老,every body dies (intro),https://rapzh.com/songs/4798564
法老,邮差,https://rapzh.com/songs/4350915
法老,"Money angel,money devil",https://rapzh.com/songs/4798565
法老,酒肉朋友,https://rapzh.com/songs/4689391
法老,我会想象有一个世界 (feat.法老),https://rapzh.com/songs/4836880
法老,哦嚯,https://rapzh.com/songs/4815762
法老,日字冲拳（freestyle ）,https://rapzh.com/songs/4853292
法老,悬崖华尔兹 (Live),https://rapzh.com/songs/4853306
法老,国王与法老,https://rapzh.com/songs/4853310
法老,我想（feat.MC pharaoh),https://rapzh.com/songs/4982463
法老,☆pua candy,https://rapzh.com/songs/5148689
法老,CIO vol.1,https://rapzh.com/songs/5158932
法老,Break it down,https://rapzh.com/songs/5361200
法老,我想Part2（点亮现场版）,https://rapzh.com/songs/5371652
法老,Geek (Feat.法老),https://rapzh.com/songs/5617918
法老,凛冬将至(FREAKY ASYLUM_REMIX),https://rapzh.com/songs/5649662
法老,凛冬将至（Full version）,https://rapzh.com/songs/5649663
法老,凛冬将至（acapella）,https://rapzh.com/songs/5649664
法老,异乡人Remix,https://rapzh.com/songs/5684095
法老,SUICIDE,https://rapzh.com/songs/6980201
法老,Time (feat.法老),https://rapzh.com/songs/7533157
法老,keep da old dream,https://rapzh.com/songs/7533164
法老,Hold my hand (Live),https://rapzh.com/songs/8136187
法老,总决赛开场秀cypher (Live),https://rapzh.com/songs/8797695
法老,SUICIDE (伴奏),https://rapzh.com/songs/9908170
法老,Hardcore Head To Toe (Live),https://rapzh.com/songs/10233312
法老,《说唱听我的》2020 制作人Cypher,https://rapzh.com/songs/10515501
法老,把贼孙和他的朋友们,https://rapzh.com/songs/10821880
法老,不屑,https://rapzh.com/songs/10821883
法老,今天是你的生日（2020祝福篇） (伴奏),https://rapzh.com/songs/10830810
法老,宇宙警备队 (Live),https://rapzh.com/songs/11830504
法老,今天是你的生日（2020祝福篇）,https://rapzh.com/songs/12968136
法老,Hero,https://rapzh.com/songs/13790130
法老,A Plus,https://rapzh.com/songs/14487636
法老,明天是美好的一天,https://rapzh.com/songs/14802317
法老,丑陋鼠草,https://rapzh.com/songs/34776498
法老,A Plus (Instrumental),https://rapzh.com/songs/41625377
法老,无名之辈,https://rapzh.com/songs/41635999
法老,小河淌水1952,https://rapzh.com/songs/41637569
法老,镇海,https://rapzh.com/songs/41639449
法老,雨季,https://rapzh.com/songs/41639451
法老,退潮 (skit),https://rapzh.com/songs/41639452
法老,What are you talking about,https://rapzh.com/songs/41639454
法老,Over Time,https://rapzh.com/songs/41639455
法老,镜花水月,https://rapzh.com/songs/41639457
法老,桃克希克的爱part2,https://rapzh.com/songs/41639458
法老,星空叙爱曲,https://rapzh.com/songs/41639459
法老,皮卡德罗,https://rapzh.com/songs/41639461
法老,和平童话,https://rapzh.com/songs/41639463
法老,回家part2,https://rapzh.com/songs/41639465
法老,城西舞厅,https://rapzh.com/songs/41639467
法老,好巧，我也失眠 (即将上线),https://rapzh.com/songs/41647302
法老,美丽心灵,https://rapzh.com/songs/41654473
法老,健将,https://rapzh.com/songs/41655070
法老,蛤蜊煎,https://rapzh.com/songs/41655071
法老,黑泡纠察队,https://rapzh.com/songs/41655076
法老,TASTE,https://rapzh.com/songs/41655077
法老,我爱你,https://rapzh.com/songs/41655079
法老,会魔法的老人,https://rapzh.com/songs/41655081
法老,三十岁的无业游民,https://rapzh.com/songs/41655083
法老,88 riping,https://rapzh.com/songs/41655085
法老,活死人2022没有Cypher,https://rapzh.com/songs/41671562
法老,活死人2022没有Cypher（伴奏）,https://rapzh.com/songs/41671563
法老,解构 feat.法老,https://rapzh.com/songs/41674410
法老,都来谢,https://rapzh.com/songs/41695478
法老,Ghost Face (鬼脸) (LIVE版),https://rapzh.com/songs/41696549
法老,假面 (Ghost face),https://rapzh.com/songs/41697365
法老,硬核巨星 (LIVE版),https://rapzh.com/songs/41700911
法老,奥特曼Drill (LIVE版),https://rapzh.com/songs/41702431
法老,流星花园CYPHER  (LIVE版),https://rapzh.com/songs/41703665
法老,爱人 2017 (LIVE版),https://rapzh.com/songs/41703744
法老,直播带货,https://rapzh.com/songs/41704503
法老,健将plus (LIVE版),https://rapzh.com/songs/41706382
法老,健将 PLUS MAX Nate 60 Pro 15G 24000万AI十四摄 阿姆斯特回旋性能加强 至尊荣耀青春 (破解版),https://rapzh.com/songs/41706746
法老,C级浪漫,https://rapzh.com/songs/41708964
法老,会魔法的老人 (LIVE版),https://rapzh.com/songs/41709153
法老,C级浪漫 (LIVE版),https://rapzh.com/songs/41709166
法老,Strangers,https://rapzh.com/songs/41709531
法老,国王与法老2023 (LIVE版),https://rapzh.com/songs/41710389
法老,C级英雄派对,https://rapzh.com/songs/41711320
法老,海的那边,https://rapzh.com/songs/41711500
法老,海的那边 （伴奏）,https://rapzh.com/songs/41711501
法老,我想 (remix) (LIVE版),https://rapzh.com/songs/41711566
法老,C级英雄派对 (LIVE版),https://rapzh.com/songs/41711570
法老,都来谢,https://rapzh.com/songs/41711603
法老,Double Cup（feat. 法老）,https://rapzh.com/songs/41731471
法老,仰望,https://rapzh.com/songs/41731951
法老,仰望 (伴奏),https://rapzh.com/songs/41731952
法老,阳光男孩阳光女孩2023,https://rapzh.com/songs/41733010
法老,好天气 坏天气,https://rapzh.com/songs/41733342
法老,新的一天,https://rapzh.com/songs/41746339
Higher Brothers,该挨,https://rapzh.com/songs/higher-brothers-gai-ai
Higher Brothers,Lover Boy 88,https://rapzh.com/songs/phum-viphurit-and-higher-brothers-lover-boy-88
Higher Brothers,Midsummer Madness,https://rapzh.com/songs/88rising-midsummer-madness
Higher Brothers,暴风雨,https://rapzh.com/songs/45363
Higher Brothers,Without You,https://rapzh.com/songs/higher-brothers-without-you
Higher Brothers,desiigner - 熊猫（Panda REMIX）,https://rapzh.com/songs/higher-brothers-desiigner-xiong-mao-panda-remix
Higher Brothers,Higher Brothers Intro,https://rapzh.com/songs/higher-brothers-higher-brothers-intro
Higher Brothers,Facts Remix,https://rapzh.com/songs/higher-brothers-facts-remix
Higher Brothers,冬眠,https://rapzh.com/songs/31
Higher Brothers,Chanel,https://rapzh.com/songs/higher-brothers-chanel
Higher Brothers,Tequila Sunrise (feat. AUGUST 08 & GoldLink),https://rapzh.com/songs/201032
Higher Brothers,"你,我",https://rapzh.com/songs/higher-brothers-ni-wo
Higher Brothers,野猪儿,https://rapzh.com/songs/29
Higher Brothers,尴尬,https://rapzh.com/songs/26
Higher Brothers,因为(PS￥.P&DZ)[Prod.Canis Major],https://rapzh.com/songs/21
Higher Brothers,嫉妒,https://rapzh.com/songs/24
Higher Brothers,Cosplay(MA$IWEI&PS￥.P)[Prod.Simon Marcus],https://rapzh.com/songs/27
Higher Brothers,5:30 AM,https://rapzh.com/songs/45362
Higher Brothers,7-11,https://rapzh.com/songs/higher-brothers-7-11
Higher Brothers,Okay Remix,https://rapzh.com/songs/higher-brothers-okay-remix
Higher Brothers,Young Master (Prod. Key Pusha Beats),https://rapzh.com/songs/13
Higher Brothers,A.D. 钙奶,https://rapzh.com/songs/45364
Higher Brothers,Open It Up,https://rapzh.com/songs/higher-brothers-open-it-up
Higher Brothers,玩耍(PS￥.P&MELO&DZ)[ Prod.Swagg B],https://rapzh.com/songs/17
Higher Brothers,中华小当家Interlude,https://rapzh.com/songs/28
Higher Brothers,Aston Martin feat. Ken Rebel (Prod. Tantu Beats),https://rapzh.com/songs/10
Higher Brothers,可以(MA$IWEI&PS￥.P&Sleepy Cat)[Cut It Remix],https://rapzh.com/songs/20
Higher Brothers,Nomadic,https://rapzh.com/songs/66816
Higher Brothers,Yahh feat. J.mag (Prod. Gold Key$),https://rapzh.com/songs/12
Higher Brothers,Made In China (CLEAN),https://rapzh.com/songs/99700
Higher Brothers,谢谢Outro,https://rapzh.com/songs/34
Higher Brothers,花花公子 (feat. step.jad),https://rapzh.com/songs/2315004
Higher Brothers,711,https://rapzh.com/songs/higher-brothers-711
Higher Brothers,Room Service,https://rapzh.com/songs/higher-brothers-room-service
Higher Brothers,Nothing Wrong,https://rapzh.com/songs/45361
Higher Brothers,Don't Kill My Dab,https://rapzh.com/songs/higher-brothers-dont-kill-my-dab
Higher Brothers,Flo Rida,https://rapzh.com/songs/31237
Higher Brothers,Wudidong,https://rapzh.com/songs/higher-brothers-wudidong
Higher Brothers,Friends & Foes (feat. Snoop Dogg),https://rapzh.com/songs/195803
Higher Brothers,Rich,https://rapzh.com/songs/45241
Higher Brothers,Why Not,https://rapzh.com/songs/higher-brothers-why-not
Higher Brothers,恭喜发财,https://rapzh.com/songs/187148
Higher Brothers,小弟娃(MA$IWEI&PS￥.P)[Prod. By IGNORVNCE],https://rapzh.com/songs/32
Higher Brothers,Flexing So Hard,https://rapzh.com/songs/higher-brothers-flexing-so-hard
Higher Brothers,Ding Mogu (Prod. Maaly Raw),https://rapzh.com/songs/11
Higher Brothers,Mine,https://rapzh.com/songs/higher-brothers-mine
Higher Brothers,恭喜发财,https://rapzh.com/songs/higher-brothers-gong-xi-fa-cai
Higher Brothers,2 The Face,https://rapzh.com/songs/201060
Higher Brothers,No More,https://rapzh.com/songs/higher-brothers-no-more
Higher Brothers,Bitch Don't Kill My Dab (CLEAN),https://rapzh.com/songs/99703
Higher Brothers,Diamond,https://rapzh.com/songs/higher-brothers-diamond
Higher Brothers,Mr. Bentley,https://rapzh.com/songs/1574934
Higher Brothers,WeChat,https://rapzh.com/songs/99701
Higher Brothers,阿姆斯特丹 (feat.KnowKnow),https://rapzh.com/songs/2315011
Higher Brothers,Top,https://rapzh.com/songs/higher-brothers-top
Higher Brothers,16 Hours,https://rapzh.com/songs/higher-brothers-16-hours
Higher Brothers,Face Power (feat. Jackson Wang),https://rapzh.com/songs/1574937
Higher Brothers,Won’t Believe,https://rapzh.com/songs/higher-brothers-wont-believe
Higher Brothers,Need Me Now,https://rapzh.com/songs/higher-brothers-need-me-now
Higher Brothers,One Punch Man,https://rapzh.com/songs/higher-brothers-one-punch-man
Higher Brothers,I Love You 3000 III,https://rapzh.com/songs/1574979
Higher Brothers,R&B All Night,https://rapzh.com/songs/1574967
Higher Brothers,16 Hours,https://rapzh.com/songs/181117
Higher Brothers,WeChat (CLEAN),https://rapzh.com/songs/99702
Higher Brothers,Open it Up,https://rapzh.com/songs/189694
Higher Brothers,Do It Like Me,https://rapzh.com/songs/higher-brothers-do-it-like-me
Higher Brothers,We Talkin Bout,https://rapzh.com/songs/higher-brothers-we-talkin-bout
Higher Brothers,Sunshine,https://rapzh.com/songs/higher-brothers-sunshine
Higher Brothers,Love Song 4 Me,https://rapzh.com/songs/1574971
Higher Brothers,Secret Door,https://rapzh.com/songs/1574963
Higher Brothers,Ik Hou Van Jou (feat. Masiwei),https://rapzh.com/songs/1574975
Higher Brothers,Bossy,https://rapzh.com/songs/1574959
Higher Brothers,Mafia Cashier,https://rapzh.com/songs/1574930
Higher Brothers,Higher Speed Club (feat. BABYBO),https://rapzh.com/songs/1574951
Higher Brothers,别害怕,https://rapzh.com/songs/2314999
Higher Brothers,Hold Me Down,https://rapzh.com/songs/201057
Higher Brothers,Zombie,https://rapzh.com/songs/higher-brothers-zombie
Higher Brothers,嘻哈帝国 (Empire),https://rapzh.com/songs/4437161
Higher Brothers,天生我材必有用,https://rapzh.com/songs/2002323
Higher Brothers,芒疯了,https://rapzh.com/songs/195805
Higher Brothers,Bug,https://rapzh.com/songs/1574940
Higher Brothers,Baller,https://rapzh.com/songs/195804
Higher Brothers,Uncomfortable (feat. Masiwei),https://rapzh.com/songs/1574955
Higher Brothers,Role Playing Game,https://rapzh.com/songs/1574944
Higher Brothers,黑马王子,https://rapzh.com/songs/2314998
Higher Brothers,我在郫县,https://rapzh.com/songs/2315014
Higher Brothers,Private Party (feat. KnowKnow),https://rapzh.com/songs/2315005
Higher Brothers,白天做梦,https://rapzh.com/songs/2314994
Higher Brothers,成都,https://rapzh.com/songs/2315013
Higher Brothers,天生我材必有用,https://rapzh.com/songs/2315000
Higher Brothers,没有人会不爱音乐,https://rapzh.com/songs/2315001
Higher Brothers,跑得脱马脑壳,https://rapzh.com/songs/2315012
Higher Brothers,Intro,https://rapzh.com/songs/1574926
Higher Brothers,"Midsummer Madness 20 (feat. Joji, Rich Brian, Higher Brothers & AUGUST 08)",https://rapzh.com/songs/3995910
Higher Brothers,One More Chance,https://rapzh.com/songs/2315010
Higher Brothers,GO,https://rapzh.com/songs/2315018
Higher Brothers,Successful,https://rapzh.com/songs/2314996
Higher Brothers,代理 (feat. KnowKnow),https://rapzh.com/songs/2887570
Higher Brothers,Wish You Were Here,https://rapzh.com/songs/2963316
Higher Brothers,丛林之王 (feat. Melo),https://rapzh.com/songs/3304913
Higher Brothers,Can I Have Your Number,https://rapzh.com/songs/2315002
Higher Brothers,浴缸,https://rapzh.com/songs/2315006
Higher Brothers,刘玉玲 Lucy Liu (feat. Bohan Phoenix),https://rapzh.com/songs/3432033
Higher Brothers,桐梓林 TongZiLin,https://rapzh.com/songs/3432028
Higher Brothers,Remember (feat. Psy.P),https://rapzh.com/songs/2963315
Higher Brothers,香奈儿 CHANEL,https://rapzh.com/songs/3432037
Higher Brothers,#MADEINCHINA,https://rapzh.com/songs/4474461
Higher Brothers,Where You At,https://rapzh.com/songs/2315015
Higher Brothers,乡巴佬,https://rapzh.com/songs/2963304
Higher Brothers,坏毛病,https://rapzh.com/songs/3371050
Higher Brothers,信仰 Believe,https://rapzh.com/songs/3432038
Higher Brothers,I Did,https://rapzh.com/songs/2963317
Higher Brothers,Yes Sir (feat. Lil Shin),https://rapzh.com/songs/2963309
Higher Brothers,Old Fashion (feat. Masiwei),https://rapzh.com/songs/2963314
Higher Brothers,浮夸 Grandiose,https://rapzh.com/songs/3432039
Higher Brothers,666,https://rapzh.com/songs/3432042
Higher Brothers,Welcome To My World (feat. Psy.P),https://rapzh.com/songs/2963300
Higher Brothers,"Talk Less and Feel More (feat. AUGUST 08, Barney Bones & Psy.P)",https://rapzh.com/songs/2963306
Higher Brothers,三娃儿 (feat. Mengzi),https://rapzh.com/songs/2963311
Higher Brothers,焦点 Focus (feat. Masiwei),https://rapzh.com/songs/3432029
Higher Brothers,HaHaHa Freestyle,https://rapzh.com/songs/3432035
Higher Brothers,笑话 Joke (feat. KnowKnow & Melo),https://rapzh.com/songs/3432041
Higher Brothers,嘟嘟嘟噜噜,https://rapzh.com/songs/2315007
Higher Brothers,Born Like This,https://rapzh.com/songs/2963302
Higher Brothers,代理 (feat. KnowKnow),https://rapzh.com/songs/2963308
Higher Brothers,谁 Who,https://rapzh.com/songs/3432043
Higher Brothers,25 (Skit),https://rapzh.com/songs/3432044
Higher Brothers,投降 Surrender,https://rapzh.com/songs/3432050
Higher Brothers,Born Like This,https://rapzh.com/songs/2829524
Higher Brothers,丛林之王 King of the Jungle (feat. Melo),https://rapzh.com/songs/3432030
Higher Brothers,潇洒 SOSA,https://rapzh.com/songs/3432031
Higher Brothers,追求 Go4,https://rapzh.com/songs/3432034
Higher Brothers,失去控制 Lose control (feat. KnowKnow),https://rapzh.com/songs/3432047
Higher Brothers,坏毛病 Bad Habits,https://rapzh.com/songs/3432048
Higher Brothers,人民南路(BONUS TRACK),https://rapzh.com/songs/4696384
Higher Brothers,越位,https://rapzh.com/songs/2963313
Higher Brothers,土味情话 Sweet nothings,https://rapzh.com/songs/3432046
Higher Brothers,天性使燃,https://rapzh.com/songs/4490650
Higher Brothers,MONEY BAG,https://rapzh.com/songs/4696380
Higher Brothers,Isabellae,https://rapzh.com/songs/4851910
Higher Brothers,711 (Live版),https://rapzh.com/songs/5646562
Higher Brothers,Open It Up,https://rapzh.com/songs/15504766
Higher Brothers,Tequila Sunrise (feat. AUGUST 08 & GoldLink),https://rapzh.com/songs/15566030
Higher Brothers,16 Hours,https://rapzh.com/songs/25745808
安全着陆,个人简介,https://rapzh.com/songs/2756
安全着陆,需要保密的情话,https://rapzh.com/songs/2766
安全着陆,失夜1999,https://rapzh.com/songs/2762
安全着陆,夜游症,https://rapzh.com/songs/2752
安全着陆,我欲乘风,https://rapzh.com/songs/2767
安全着陆,安全着陆,https://rapzh.com/songs/2760
安全着陆,二人赚,https://rapzh.com/songs/2751
安全着陆,时间杀人事件,https://rapzh.com/songs/2768
安全着陆,二人赚 (Intro),https://rapzh.com/songs/2750
安全着陆,即将在夜幕下对你诉说,https://rapzh.com/songs/2769
安全着陆,日常修仙,https://rapzh.com/songs/2757
安全着陆,宫城良田,https://rapzh.com/songs/161224
安全着陆,老弟和你,https://rapzh.com/songs/161228
安全着陆,你混得怎么样 (The Ghetto Anthem),https://rapzh.com/songs/161237
安全着陆,别动我的G-Shock,https://rapzh.com/songs/2761
安全着陆,再见 牛仔,https://rapzh.com/songs/2759
安全着陆,四重奏,https://rapzh.com/songs/2753
安全着陆,乘客须知,https://rapzh.com/songs/161223
安全着陆,亲爱的 我请你喝一杯汽水,https://rapzh.com/songs/57684
安全着陆,赶路,https://rapzh.com/songs/161235
安全着陆,社交黑名单申请书,https://rapzh.com/songs/161225
安全着陆,脱口秀,https://rapzh.com/songs/161239
安全着陆,声声慢,https://rapzh.com/songs/2763
安全着陆,模特儿,https://rapzh.com/songs/161229
Straight Fire Gang 直火帮,茶越绿 (Back to Back Remix),https://rapzh.com/songs/4824
Straight Fire Gang 直火帮,udA,https://rapzh.com/songs/45864
Straight Fire Gang 直火帮,爬墙少年,https://rapzh.com/songs/45873
Straight Fire Gang 直火帮,大暑,https://rapzh.com/songs/4814
Straight Fire Gang 直火帮,大鲸吞 (Midwest Cypher),https://rapzh.com/songs/4800
Straight Fire Gang 直火帮,0号加满,https://rapzh.com/songs/45861
Straight Fire Gang 直火帮,致美联航 (ft. Shen),https://rapzh.com/songs/4804
Straight Fire Gang 直火帮,鲍师傅,https://rapzh.com/songs/45863
Straight Fire Gang 直火帮,熊猫 (Panda Remix),https://rapzh.com/songs/4818
Straight Fire Gang 直火帮,别玩儿 (Extended Version),https://rapzh.com/songs/4817
Straight Fire Gang 直火帮,New World (Remix),https://rapzh.com/songs/4807
Straight Fire Gang 直火帮,四重奏,https://rapzh.com/songs/2753
Straight Fire Gang 直火帮,Girls,https://rapzh.com/songs/4821
Straight Fire Gang 直火帮,小暑,https://rapzh.com/songs/4813
Straight Fire Gang 直火帮,Siri,https://rapzh.com/songs/45860
